,stabilizer.yaw,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,time,stateEstimate.x,stateEstimate.y,stateEstimate.z
0,90.03345489501953,0.036808665841817856,-0.004076682962477207,-0.012789053842425346,37537,,,
1,,,,,37538,1.4291259050369263,2.984394073486328,0.2021939605474472
2,90.0323486328125,0.03520919755101204,-0.005392109509557486,-0.013515564613044262,37637,,,
3,,,,,37638,1.4281466007232666,2.984057903289795,0.2011391520500183
4,90.02448272705078,0.03506157919764519,-0.0008911427576094866,-0.013658037409186363,37737,,,
5,,,,,37738,1.4231802225112915,2.9855971336364746,0.2015351504087448
6,89.97351837158203,0.038071393966674805,0.009653068147599697,-0.02320481836795807,37837,,,
7,,,,,37838,1.423609733581543,2.9867522716522217,0.20662178099155426
8,90.72721099853516,0.03980046883225441,0.051737021654844284,0.08392396569252014,37937,,,
9,,,,,37938,1.425331473350525,2.987776279449463,0.21069777011871338
10,91.37113189697266,0.018983539193868637,0.16965928673744202,0.2233743667602539,38037,,,
11,,,,,38038,1.4253458976745605,2.9929981231689453,0.22263944149017334
12,91.80496215820312,0.011166597716510296,0.24163059890270233,0.3135049045085907,38137,,,
13,,,,,38138,1.4244247674942017,3.018259286880493,0.2578525245189667
14,91.91455841064453,0.008906209841370583,0.2512764632701874,0.2664397060871124,38237,,,
15,,,,,38238,1.419326901435852,3.0366170406341553,0.2786088287830353
16,91.89444732666016,0.010991309769451618,0.24021528661251068,0.2251560091972351,38337,,,
17,,,,,38338,1.4131726026535034,3.0707476139068604,0.32171961665153503
18,91.80690002441406,0.022497685626149178,0.19573260843753815,0.17879964411258698,38437,,,
19,,,,,38438,1.4151172637939453,3.0940608978271484,0.3447897434234619
20,91.77643585205078,0.0009355305810458958,0.11798626184463501,0.14176975190639496,38537,,,
21,,,,,38538,1.3856452703475952,3.0942153930664062,0.33737704157829285
22,91.7538070678711,-0.002381965285167098,0.06566610187292099,0.15881851315498352,38637,,,
23,,,,,38638,1.367099404335022,3.1049423217773438,0.35953909158706665
24,91.72187805175781,0.02652336284518242,0.039895229041576385,0.1834881752729416,38737,,,
25,,,,,38738,1.3733526468276978,3.1195900440216064,0.3954356908798218
26,91.6484603881836,0.04785111919045448,0.019817600026726723,0.20416663587093353,38837,,,
27,,,,,38838,1.3719861507415771,3.1237921714782715,0.425263375043869
28,91.5808334350586,0.08319161087274551,0.01841757446527481,0.22538991272449493,38937,,,
29,,,,,38938,1.3874982595443726,3.1317806243896484,0.4699496626853943
30,91.49090576171875,0.10627970099449158,0.016938550397753716,0.21358223259449005,39037,,,
31,,,,,39038,1.40338933467865,3.1373651027679443,0.5059040188789368
32,91.3639144897461,0.10913299024105072,0.008892661891877651,0.1862134039402008,39137,,,
33,,,,,39138,1.4131618738174438,3.1348400115966797,0.5331128239631653
34,91.23682403564453,0.10138913989067078,0.0005279575707390904,0.15870320796966553,39237,,,
35,,,,,39238,1.4235020875930786,3.130723237991333,0.5569024085998535
36,91.1419448852539,0.09241347014904022,-0.006897680927067995,0.14641892910003662,39337,,,
37,,,,,39338,1.4386011362075806,3.128004550933838,0.5786418914794922
38,91.056640625,0.07608575373888016,-0.009238631464540958,0.1195422038435936,39437,,,
39,,,,,39438,1.4525949954986572,3.1215970516204834,0.5965071320533752
40,91.05204772949219,0.05491727218031883,-0.006812880281358957,0.10966348648071289,39537,,,
41,,,,,39538,1.4624969959259033,3.1178946495056152,0.6123144030570984
42,91.08804321289062,0.03317153453826904,-0.006703411228954792,0.10841429978609085,39637,,,
43,,,,,39638,1.4688173532485962,3.1103837490081787,0.6261948347091675
44,91.08745574951172,0.012305783107876778,-0.005442681722342968,0.100739985704422,39737,,,
45,,,,,39738,1.469120979309082,3.102461099624634,0.632198691368103
46,91.11771392822266,-0.00161705759819597,0.0015850967029109597,0.09235473722219467,39837,,,
47,,,,,39838,1.4700491428375244,3.097731590270996,0.637206494808197
48,91.12247467041016,-0.00918728020042181,0.004183712415397167,0.09444675594568253,39937,,,
49,,,,,39938,1.4681546688079834,3.090719699859619,0.6403642892837524
50,91.05599975585938,-0.014973185956478119,0.0110016455873847,0.11182919889688492,40037,,,
51,,,,,40038,1.4624885320663452,3.0863935947418213,0.643876314163208
52,90.98259735107422,-0.015913793817162514,0.018621858209371567,0.10463390499353409,40137,,,
53,,,,,40138,1.4564969539642334,3.0830764770507812,0.6476642489433289
54,91.00066375732422,-0.015877865254878998,0.026649853214621544,0.10576312988996506,40237,,,
55,,,,,40238,1.4468482732772827,3.081193208694458,0.6505370736122131
56,91.04674530029297,-0.007956993766129017,0.037864938378334045,0.11502330750226974,40337,,,
57,,,,,40338,1.4419796466827393,3.0837514400482178,0.6537875533103943
58,90.98328399658203,0.006349741015583277,0.050587475299835205,0.12032520025968552,40437,,,
59,,,,,40438,1.4441593885421753,3.089954376220703,0.6609160304069519
60,90.88886260986328,0.01750110648572445,0.05925428122282028,0.11658008396625519,40537,,,
61,,,,,40538,1.4441006183624268,3.0977983474731445,0.6701431274414062
62,90.82674407958984,0.022402115166187286,0.057898588478565216,0.10415452718734741,40637,,,
63,,,,,40638,1.4424058198928833,3.1017699241638184,0.6723487973213196
64,90.74756622314453,0.016022857278585434,0.047793783247470856,0.0961138978600502,40737,,,
65,,,,,40738,1.4335919618606567,3.1036205291748047,0.671478807926178
66,90.66094970703125,0.021204853430390358,0.050578221678733826,0.11758650839328766,40837,,,
67,,,,,40838,1.4392821788787842,3.1126205921173096,0.679476261138916
68,90.57042694091797,0.03588835150003433,0.052439261227846146,0.12700437009334564,40937,,,
69,,,,,40938,1.4508382081985474,3.1239545345306396,0.6933428049087524
70,90.4747314453125,0.044549763202667236,0.04573676735162735,0.13698919117450714,41037,,,
71,,,,,41038,1.4618953466415405,3.130465269088745,0.7025598287582397
72,90.37676239013672,0.03714671730995178,0.03220852091908455,0.12148686498403549,41137,,,
73,,,,,41138,1.4632998704910278,3.133331775665283,0.7014224529266357
74,90.30257415771484,0.024338414892554283,0.023799603804945946,0.0971413254737854,41237,,,
75,,,,,41238,1.4626084566116333,3.1376752853393555,0.7011093497276306
76,90.27336883544922,-0.03086320124566555,0.026690389961004257,0.09112784266471863,41337,,,
77,,,,,41338,1.418355941772461,3.148451328277588,0.6896002292633057
78,90.29342651367188,-0.056909698992967606,0.04511510208249092,0.10684780776500702,41437,,,
79,,,,,41438,1.3863340616226196,3.172778367996216,0.6937053799629211
80,90.25068664550781,-0.07147561758756638,0.05637730285525322,0.11373590677976608,41537,,,
81,,,,,41538,1.3408156633377075,3.1983425617218018,0.6975799202919006
82,90.20996856689453,-0.043990664184093475,0.06440974026918411,0.12956123054027557,41637,,,
83,,,,,41638,1.3186930418014526,3.226663112640381,0.7126225233078003
