,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stateEstimate.x,stateEstimate.y,stateEstimate.z,time,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.qw,controller.r_pitch,controller.r_roll,controller.r_yaw
0,-0.9095354676246643,-0.3216661810874939,90.0347900390625,1.354899525642395,0.3352576196193695,0.25425928831100464,14068,,,,,,,,,,
1,,,,,,,14069,-0.015105131082236767,-0.03641480579972267,0.005088421981781721,,,,,,,
2,,,,,,,14071,,,,-0.007596652023494244,-0.0036136710550636053,0.7073107361793518,0.7068513035774231,,,
3,,,,,,,14073,,,,,,,,0.0019533901941031218,0.0023747682571411133,0.003599332645535469
4,-0.9067773818969727,-0.3196640908718109,90.03287506103516,1.3557021617889404,0.33437758684158325,0.2537141442298889,14168,,,,,,,,,,
5,,,,,,,14169,-0.013614530675113201,-0.036648478358983994,0.0036693059373646975,,,,,,,
6,,,,,,,14171,,,,-0.007566777989268303,-0.0036250303965061903,0.7072996497154236,0.7068625688552856,,,
7,,,,,,,14173,,,,,,,,-0.0045228637754917145,-0.0014570045750588179,0.0007956635090522468
8,-0.9206594228744507,-0.30382639169692993,90.03279876708984,1.3501224517822266,0.3293394148349762,0.2515646815299988,14268,,,,,,,,,,
9,,,,,,,14269,-0.02124634198844433,-0.0413159616291523,0.001505910768173635,,,,,,,
10,,,,,,,14271,,,,-0.007554661948233843,-0.0038084108382463455,0.707298219203949,0.706863284111023,,,
11,,,,,,,14273,,,,,,,,-0.0017392473528161645,0.0009324499405920506,0.0009598562028259039
12,-0.9184544086456299,-0.3178212642669678,90.03447723388672,1.3510411977767944,0.3316606879234314,0.2502495348453522,14368,,,,,,,,,,
13,,,,,,,14369,-0.020887466147542,-0.035954613238573074,0.0015802189009264112,,,,,,,
14,,,,,,,14371,,,,-0.007627382874488831,-0.0037085802759975195,0.7073091268539429,0.70685213804245,,,
15,,,,,,,14373,,,,,,,,-0.005321234930306673,0.0005984836025163531,-0.005247138906270266
16,-0.9445496797561646,-0.30861514806747437,89.95320892333984,1.3469023704528809,0.3301626443862915,0.24953974783420563,14468,,,,,,,,,,
17,,,,,,,14469,-0.03831445053219795,-0.02854868210852146,0.00039186025969684124,,,,,,,
18,,,,,,,14471,,,,-0.007734311278909445,-0.003920957446098328,0.7068064212799072,0.7073523998260498,,,
19,,,,,,,14473,,,,,,,,0.1056341603398323,0.09086938947439194,0.12058078497648239
20,-0.17820028960704803,-0.29920437932014465,90.73699951171875,1.3426376581192017,0.3218305706977844,0.24462084472179413,14568,,,,,,,,,,
21,,,,,,,14569,-0.053255509585142136,-0.03062734566628933,0.03184480965137482,,,,,,,
22,,,,,,,14571,,,,-0.0029506408609449863,0.0007277170079760253,0.7116388082504272,0.7025375366210938,,,
23,,,,,,,14573,,,,,,,,0.2746148109436035,1.1249808073043823,0.0780731812119484
24,5.5225701332092285,0.6618803143501282,91.21832275390625,1.343132495880127,0.32245752215385437,0.24865323305130005,14668,,,,,,,,,,
25,,,,,,,14669,0.004718858283013105,-0.023886559531092644,0.14619620144367218,,,,,,,
26,,,,,,,14671,,,,0.03782271221280098,0.03038853034377098,0.713936984539032,0.698525607585907,,,
27,,,,,,,14673,,,,,,,,0.202698215842247,-0.6393613815307617,-0.010855698958039284
28,3.75959849357605,1.6508201360702515,91.24954986572266,1.3641340732574463,0.2909383773803711,0.2557203471660614,14768,,,,,,,,,,
29,,,,,,,14769,0.09722651541233063,-0.07997123152017593,0.21233132481575012,,,,,,,
30,,,,,,,14771,,,,0.033229630440473557,0.013374952599406242,0.7146462202072144,0.6985669136047363,,,
31,,,,,,,14773,,,,,,,,-0.11176051199436188,0.5243875980377197,0.07963206619024277
32,2.660684823989868,1.3624241352081299,91.57701110839844,1.3970422744750977,0.2906492054462433,0.2823886275291443,14868,,,,,,,,,,
33,,,,,,,14869,0.19147972762584686,-0.09047076851129532,0.22560665011405945,,,,,,,
34,,,,,,,14871,,,,0.024707581847906113,0.00835175160318613,0.7167186737060547,0.6968730688095093,,,
35,,,,,,,14873,,,,,,,,0.0608392208814621,-0.5650021433830261,-0.017394179478287697
36,0.734178900718689,-0.5200170874595642,91.49940490722656,1.443057656288147,0.2915429472923279,0.3177519738674164,14968,,,,,,,,,,
37,,,,,,,14969,0.24809888005256653,-0.08859963715076447,0.2305891364812851,,,,,,,
38,,,,,,,14971,,,,0.0012201390927657485,0.007755703758448362,0.7162553071975708,0.6977927684783936,,,
39,,,,,,,14973,,,,,,,,0.1937793344259262,-0.500764787197113,-0.045665014535188675
40,-2.2931692600250244,0.23837116360664368,91.29413604736328,1.475048303604126,0.28359565138816833,0.3359090983867645,15068,,,,,,,,,,
41,,,,,,,15069,0.2460005134344101,-0.08938034623861313,0.194425567984581,,,,,,,
42,,,,,,,15071,,,,-0.012501577846705914,-0.0157622080296278,0.7148727178573608,0.6989637017250061,,,
43,,,,,,,15073,,,,,,,,-0.3876515030860901,-0.426069438457489,-0.0034858998842537403
44,-3.533531665802002,-0.23095248639583588,91.28199005126953,1.5025321245193481,0.2921774089336395,0.3545284867286682,15168,,,,,,,,,,
45,,,,,,,15169,0.2022666037082672,-0.06360882520675659,0.15060219168663025,,,,,,,
46,,,,,,,15171,,,,-0.022995786741375923,-0.020634837448596954,0.7146745324134827,0.6987730264663696,,,
47,,,,,,,15173,,,,,,,,0.2518579959869385,-0.14745980501174927,-0.004346360452473164
48,-4.3279643058776855,-0.11385249346494675,91.1482925415039,1.527273416519165,0.30380284786224365,0.37707674503326416,15268,,,,,,,,,,
49,,,,,,,15269,0.14493170380592346,-0.04435453191399574,0.14484494924545288,,,,,,,
50,,,,,,,15271,,,,-0.027140209451317787,-0.026271289214491844,0.7136728167533875,0.6994585990905762,,,
51,,,,,,,15273,,,,,,,,0.019614703953266144,-0.021939029917120934,-0.013532395474612713
52,-3.762460231781006,0.7002800107002258,91.05023193359375,1.5358936786651611,0.320099800825119,0.3972601890563965,15368,,,,,,,,,,
53,,,,,,,15369,0.07170913368463516,-0.023898078128695488,0.14032553136348724,,,,,,,
54,,,,,,,15371,,,,-0.018640317022800446,-0.027703125029802322,0.713018536567688,0.7003482580184937,,,
55,,,,,,,15373,,,,,,,,0.11633837223052979,0.10234352946281433,-0.035115525126457214
56,-3.1590354442596436,1.4256418943405151,90.90132141113281,1.5344841480255127,0.33875328302383423,0.4147324562072754,15468,,,,,,,,,,
57,,,,,,,15469,0.00459927087649703,-0.017470331862568855,0.15477392077445984,,,,,,,
58,,,,,,,15471,,,,-0.010472975671291351,-0.02836623229086399,0.7120794653892517,0.701445996761322,,,
59,,,,,,,15473,,,,,,,,0.1604824811220169,0.2812860310077667,-0.049041748046875
60,-1.7500079870224,2.144376039505005,90.65484619140625,1.5268203020095825,0.34807419776916504,0.4448518753051758,15568,,,,,,,,,,
61,,,,,,,15569,-0.04604162275791168,-0.034735795110464096,0.1774950623512268,,,,,,,
62,,,,,,,15571,,,,0.002570797223597765,-0.024012040346860886,0.7107270359992981,0.7030518054962158,,,
63,,,,,,,15573,,,,,,,,0.013761427253484726,0.2341686338186264,-0.055098120123147964
64,-0.39298826456069946,2.511521577835083,90.400390625,1.513444423675537,0.35017895698547363,0.4682246148586273,15668,,,,,,,,,,
65,,,,,,,15669,-0.073326475918293,-0.06541706621646881,0.17252837121486664,,,,,,,
66,,,,,,,15671,,,,0.01313458476215601,-0.017875084653496742,0.7093449234962463,0.7045109868049622,,,
67,,,,,,,15673,,,,,,,,-0.013575205579400063,0.18096059560775757,-0.051583074033260345
68,0.6346080303192139,2.079381227493286,90.24148559570312,1.514967918395996,0.3352420926094055,0.4844919741153717,15768,,,,,,,,,,
69,,,,,,,15769,-0.06200256198644638,-0.11306831985712051,0.15884405374526978,,,,,,,
70,,,,,,,15771,,,,0.016764329746365547,-0.008879691362380981,0.7085380554199219,0.7054161429405212,,,
71,,,,,,,15773,,,,,,,,-0.1350076049566269,0.17969998717308044,-0.03376731276512146
72,0.9181442856788635,1.3065353631973267,90.11994934082031,1.5255835056304932,0.31391653418540955,0.49743184447288513,15868,,,,,,,,,,
73,,,,,,,15869,-0.028770001605153084,-0.15215635299682617,0.13327153027057648,,,,,,,
74,,,,,,,15871,,,,0.013729407452046871,-0.0023822712246328592,0.7078417539596558,0.7062322497367859,,,
75,,,,,,,15873,,,,,,,,-0.17572151124477386,0.0005266401567496359,-0.034437116235494614
76,0.7136732935905457,0.044309064745903015,90.01568603515625,1.53140389919281,0.29255303740501404,0.5113741159439087,15968,,,,,,,,,,
77,,,,,,,15969,-0.004548352677375078,-0.1707923859357834,0.12972219288349152,,,,,,,
78,,,,,,,15971,,,,0.004676655866205692,0.004131038673222065,0.7071908116340637,0.7069937586784363,,,
79,,,,,,,15973,,,,,,,,-0.14820510149002075,-0.07679273933172226,-0.0010268893092870712
80,-0.07033083587884903,-0.7623599171638489,90.04884338378906,1.5284308195114136,0.2777538299560547,0.5223231315612793,16068,,,,,,,,,,
81,,,,,,,16069,-0.0005357323097996414,-0.16255956888198853,0.13542714715003967,,,,,,,
82,,,,,,,16071,,,,-0.005140039604157209,0.0042680720798671246,0.707394540309906,0.7067859172821045,,,
83,,,,,,,16073,,,,,,,,-0.1620294451713562,-0.11301789432764053,0.01121845655143261
84,-0.3398739993572235,-1.707406759262085,90.12349700927734,1.533099889755249,0.2556697130203247,0.5327328443527222,16168,,,,,,,,,,
