,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stateEstimate.x,stateEstimate.y,stateEstimate.z,time,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.qw,controller.r_pitch,controller.r_roll,controller.r_yaw
0,-0.3315761089324951,-0.09681569784879684,90.0517807006836,1.4015471935272217,0.28268933296203613,0.21588724851608276,13116,,,,,,,,,,
1,,,,,,,13117,0.062233902513980865,-0.05827902629971504,0.003255639923736453,,,,,,,
2,,,,,,,13119,,,,-0.002576494123786688,-0.001487337751314044,0.707424521446228,0.7067811489105225,,,
3,,,,,,,13127,,,,,,,,0.0013924555387347937,-0.00033557109418325126,0.001115425257012248
4,-0.3262179493904114,-0.1008397787809372,90.05269622802734,1.4026544094085693,0.2847782075405121,0.2140142023563385,13216,,,,,,,,,,
5,,,,,,,13217,0.06384823471307755,-0.055297717452049255,0.0026439058128744364,,,,,,,
6,,,,,,,13219,,,,-0.002527874195948243,-0.0014522660057991743,0.7074306011199951,0.7067753672599792,,,
7,,,,,,,13227,,,,,,,,0.0008280214970000088,0.001490666181780398,0.0011424794793128967
8,-0.3265075087547302,-0.0826888233423233,90.04878997802734,1.4019180536270142,0.2814139723777771,0.2142450362443924,13316,,,,,,,,,,
9,,,,,,,13317,0.06318166851997375,-0.060070887207984924,0.003333075437694788,,,,,,,
10,,,,,,,13319,,,,-0.0024200058542191982,-0.0015646202955394983,0.7074061632156372,0.7067999243736267,,,
11,,,,,,,13327,,,,,,,,0.000871278636623174,-0.002003217814490199,-0.001054865773767233
12,-0.318418025970459,-0.07944807410240173,90.0496597290039,1.4031702280044556,0.28013089299201965,0.21587824821472168,13416,,,,,,,,,,
13,,,,,,,13417,0.06309562921524048,-0.06048693507909775,0.004292628262192011,,,,,,,
14,,,,,,,13419,,,,-0.002374941250309348,-0.0015206164680421352,0.7074114680290222,0.7067949175834656,,,
15,,,,,,,13427,,,,,,,,0.003080629976466298,0.00401014368981123,-0.0026185233145952225
16,-0.3340517282485962,-0.12711773812770844,90.00251770019531,1.402172327041626,0.2920457720756531,0.21824026107788086,13516,,,,,,,,,,
17,,,,,,,13517,0.04967484250664711,-0.03789617493748665,0.006828302517533302,,,,,,,
18,,,,,,,13519,,,,-0.002745653735473752,-0.001333543797954917,0.7071212530136108,0.7070842981338501,,,
19,,,,,,,13527,,,,,,,,0.18399369716644287,-0.10170218348503113,-0.08721618354320526
20,0.2618381679058075,-0.27555596828460693,89.9476547241211,1.4006030559539795,0.2944125533103943,0.22157612442970276,13616,,,,,,,,,,
21,,,,,,,13617,0.03771761804819107,-0.028432361781597137,0.025971902534365654,,,,,,,
22,,,,,,,13619,,,,-2.284003494423814e-05,0.0032816610764712095,0.7067758440971375,0.707428514957428,,,
23,,,,,,,13627,,,,,,,,-0.15844587981700897,0.331620454788208,0.10242139548063278
24,0.02204054594039917,-0.9989298582077026,90.75118255615234,1.392037272453308,0.2946719229221344,0.2105761170387268,13716,,,,,,,,,,
25,,,,,,,13717,0.0313451886177063,-0.01556490920484066,0.1316131055355072,,,,,,,
26,,,,,,,13719,,,,-0.005970716010779142,0.006203582044690847,0.711699903011322,0.7024294137954712,,,
27,,,,,,,13727,,,,,,,,0.07486173510551453,0.4536241888999939,0.14391204714775085
28,1.037436842918396,0.1743299663066864,91.55042266845703,1.3898899555206299,0.26816898584365845,0.21729379892349243,13816,,,,,,,,,,
29,,,,,,,13817,0.042191747575998306,-0.03645884245634079,0.2250080555677414,,,,,,,
30,,,,,,,13819,,,,0.007478743325918913,0.005383918061852455,0.7165887355804443,0.697433590888977,,,
31,,,,,,,13827,,,,,,,,0.5424942970275879,-0.0650450587272644,0.13505205512046814
32,1.5241429805755615,1.1176319122314453,91.9870376586914,1.394858717918396,0.26114708185195923,0.2315703183412552,13916,,,,,,,,,,
33,,,,,,,13917,0.06246846169233322,-0.05729646608233452,0.2536313235759735,,,,,,,
34,,,,,,,13919,,,,0.016314484179019928,0.0027561504393815994,0.7192534804344177,0.6945492625236511,,,
35,,,,,,,13927,,,,,,,,-0.29228588938713074,-0.04648958891630173,0.011052052490413189
36,0.9746614098548889,0.09211967885494232,92.07528686523438,1.415785789489746,0.2553875744342804,0.26504427194595337,14016,,,,,,,,,,
37,,,,,,,14017,0.10063489526510239,-0.06347029656171799,0.24335141479969025,,,,,,,
38,,,,,,,14019,,,,0.006502801086753607,0.0057819136418402195,0.7197967767715454,0.6941288709640503,,,
39,,,,,,,14027,,,,,,,,0.015169511549174786,0.05887322872877121,0.021347155794501305
40,0.42712950706481934,0.13191741704940796,92.13848114013672,1.4285093545913696,0.25313326716423035,0.2836008071899414,14116,,,,,,,,,,
41,,,,,,,14117,0.11807798594236374,-0.05962109938263893,0.2052198350429535,,,,,,,
42,,,,,,,14119,,,,0.002083820290863514,0.0005457196966744959,0.7202224135398865,0.6937384009361267,,,
43,,,,,,,14127,,,,,,,,-0.008815750479698181,-0.27537891268730164,0.00530316773802042
44,-0.3647134602069855,-0.39507782459259033,92.24823760986328,1.4386740922927856,0.22977520525455475,0.3120197355747223,14216,,,,,,,,,,
45,,,,,,,14217,0.11220324039459229,-0.07730540633201599,0.1921503245830536,,,,,,,
46,,,,,,,14219,,,,-0.0050179376266896725,9.844128362601623e-05,0.7208600044250488,0.693061113357544,,,
47,,,,,,,14227,,,,,,,,-0.0169087965041399,-0.10077401250600815,-0.015123036690056324
48,-0.9505529999732971,-0.5346980094909668,92.22119903564453,1.4297581911087036,0.23008914291858673,0.31895142793655396,14316,,,,,,,,,,
49,,,,,,,14317,0.07746773958206177,-0.060477547347545624,0.1701120138168335,,,,,,,
50,,,,,,,14319,,,,-0.008912097662687302,-0.002346418099477887,0.7206164598464966,0.6932711601257324,,,
51,,,,,,,14327,,,,,,,,-0.03831421211361885,0.10936872661113739,-0.016688568517565727
52,-0.6390959024429321,-0.9886112213134766,92.11332702636719,1.4338958263397217,0.2395421415567398,0.3582131564617157,14416,,,,,,,,,,
53,,,,,,,14417,0.06187039241194725,-0.028907500207424164,0.1949479579925537,,,,,,,
54,,,,,,,14419,,,,-0.010035526938736439,0.0016546945553272963,0.7199033498764038,0.6939983367919922,,,
55,,,,,,,14427,,,,,,,,0.11757293343544006,0.007932830601930618,-0.046594057232141495
56,-0.15169379115104675,-0.3061855733394623,91.85537719726562,1.4327056407928467,0.2551497220993042,0.3974573314189911,14516,,,,,,,,,,
57,,,,,,,14517,0.04614540562033653,0.003246225183829665,0.21224986016750336,,,,,,,
58,,,,,,,14519,,,,-0.0022568018175661564,0.0010359636507928371,0.7183240652084351,0.6957027912139893,,,
59,,,,,,,14527,,,,,,,,0.09332499653100967,0.0742526650428772,-0.04625612869858742
60,0.10224590450525284,0.618907630443573,91.52154541015625,1.4321075677871704,0.26904597878456116,0.4386677145957947,14616,,,,,,,,,,
61,,,,,,,14617,0.041096918284893036,0.018366126343607903,0.22684380412101746,,,,,,,
62,,,,,,,14619,,,,0.005111385602504015,-0.0035713622346520424,0.7161887288093567,0.6978774070739746,,,
63,,,,,,,14627,,,,,,,,0.0843951404094696,-0.0109402509406209,-0.06251630932092667
64,0.3205817639827728,1.132416009902954,91.19387817382812,1.430017113685608,0.2878202497959137,0.48357149958610535,14716,,,,,,,,,,
65,,,,,,,14717,0.03737829998135567,0.025861069560050964,0.2175629585981369,,,,,,,
66,,,,,,,14719,,,,0.009953542612493038,-0.005310974549502134,0.7142585515975952,0.6997895836830139,,,
67,,,,,,,14727,,,,,,,,0.19825373589992523,0.09273724257946014,-0.05496663600206375
68,0.375993013381958,1.937142014503479,90.87354278564453,1.4220964908599854,0.3034762442111969,0.5178151726722717,14816,,,,,,,,,,
69,,,,,,,14817,0.032240450382232666,0.016139332205057144,0.18336701393127441,,,,,,,
70,,,,,,,14819,,,,0.014527630060911179,-0.009848596528172493,0.7122325301170349,0.7017226815223694,,,
71,,,,,,,14827,,,,,,,,0.04035690054297447,0.044430289417505264,-0.05183597281575203
72,0.6066462993621826,2.391934633255005,90.66120910644531,1.440397024154663,0.3231494426727295,0.544731855392456,14916,,,,,,,,,,
73,,,,,,,14917,0.057466767728328705,0.005660467781126499,0.15296873450279236,,,,,,,
74,,,,,,,14919,,,,0.01922086626291275,-0.011561073362827301,0.7109348773956299,0.7028986215591431,,,
75,,,,,,,14927,,,,,,,,0.13745172321796417,-0.029516616836190224,-0.029135974124073982
76,0.08099047839641571,2.723316192626953,90.57017517089844,1.4619531631469727,0.34128543734550476,0.5638428926467896,15016,,,,,,,,,,
77,,,,,,,15017,0.08265744149684906,-0.012741425074636936,0.12960515916347504,,,,,,,
78,,,,,,,15019,,,,0.016978124156594276,-0.017220212146639824,0.7104388475418091,0.7033419013023376,,,
79,,,,,,,15027,,,,,,,,0.08374083787202835,-0.16414624452590942,0.006670708768069744
80,-0.4381495714187622,2.8904471397399902,90.61211395263672,1.494368553161621,0.34583431482315063,0.573692262172699,15116,,,,,,,,,,
81,,,,,,,15117,0.10670247673988342,-0.05136021226644516,0.10572386533021927,,,,,,,
82,,,,,,,15119,,,,0.014089241623878479,-0.020854465663433075,0.7106168866157532,0.7031274437904358,,,
83,,,,,,,15127,,,,,,,,-0.10148794203996658,-0.29952073097229004,0.02989184856414795
84,-1.7511632442474365,2.182237386703491,90.74375915527344,1.5067601203918457,0.34883981943130493,0.5821370482444763,15216,,,,,,,,,,
85,,,,,,,15217,0.0904487892985344,-0.08371657133102417,0.10823871195316315,,,,,,,
86,,,,,,,15219,,,,0.002413076115772128,-0.02423294633626938,0.7112876176834106,0.702477753162384,,,
87,,,,,,,15227,,,,,,,,-0.045862097293138504,-0.025566473603248596,0.01623929850757122
88,-1.9747371673583984,1.6186641454696655,90.84654998779297,1.485572338104248,0.34530436992645264,0.6006858348846436,15316,,,,,,,,,,
89,,,,,,,15317,0.026482922956347466,-0.10945545136928558,0.12088928371667862,,,,,,,
